round_id,team_id,position,party
322,3,2,Kontra
322,1,3,Kontra
322,14,4,Re
323,28,1,Re
323,26,2,Kontra
323,2,3,Kontra
323,21,4,Re
324,33,1,Kontra
324,3,2,Kontra
324,1,3,Re
324,14,4,Kontra
325,28,1,Kontra
325,26,2,Kontra
325,2,3,Kontra
325,21,4,Re
326,33,1,Kontra
326,3,2,Re
326,1,3,Kontra
326,14,4,Re
327,28,1,Kontra
327,26,2,Kontra
327,2,3,Re
327,21,4,Kontra
328,33,1,Kontra
328,3,2,Kontra
328,1,3,Re
328,14,4,Re
329,1,1,Re
329,4,2,Kontra
329,2,3,Re
329,3,4,Kontra
330,25,1,Kontra
330,4,2,Re
330,2,3,Kontra
330,3,4,Re
331,1,1,Re
331,4,2,Kontra
331,2,3,Kontra
331,3,4,Re
332,1,1,Kontra
332,4,2,Kontra
332,2,3,Re
332,3,4,Re
333,25,1,Re
333,4,2,Kontra
333,2,3,Kontra
333,3,4,Re
334,25,1,Kontra
334,4,2,Re
334,2,3,Kontra
334,3,4,Kontra
335,25,1,Kontra
335,4,2,Re
335,2,3,Kontra
335,3,4,Re
336,25,1,Kontra
336,4,2,Re
336,2,3,Re
336,3,4,Kontra
337,1,1,Kontra
337,57,2,Re
337,42,3,Kontra
337,52,4,Re
338,22,1,Kontra
338,8,2,Kontra
338,13,3,Re
338,19,4,Re
339,22,1,Re
339,8,2,Kontra
339,13,3,Kontra
339,19,4,Re
340,22,1,Re
340,8,2,Kontra
340,13,3,Kontra
340,19,4,Kontra
341,22,1,Kontra
341,8,2,Kontra
341,13,3,Re
341,19,4,Re
342,22,1,Re
342,8,2,Kontra
342,14,3,Re
342,19,4,Kontra
343,31,1,Re
343,3,2,Kontra
343,11,3,Re
343,2,4,Kontra
344,31,1,Re
344,3,2,Re
344,11,3,Kontra
344,2,4,Kontra
345,4,1,Kontra
345,3,2,Re
345,11,3,Re
345,10,4,Kontra
346,4,1,Re
346,3,2,Kontra
346,11,3,Kontra
346,33,4,Re
347,3,1,Kontra
347,33,2,Kontra
347,23,3,Re
347,11,4,Re
348,3,1,Kontra
348,33,2,Re
348,23,3,Re
348,11,4,Kontra
349,3,1,Kontra
349,33,2,Re
349,23,3,Re
349,11,4,Kontra
350,3,1,Re
350,33,2,Kontra
350,23,3,Kontra
350,11,4,Re
351,3,1,Re
351,50,2,Kontra
351,23,3,Re
351,11,4,Kontra
352,3,1,Re
352,50,2,Kontra
352,23,3,Re
352,11,4,Kontra
353,3,1,Re
353,50,2,Re
353,23,3,Kontra
353,17,4,Kontra
354,17,1,Kontra
354,21,2,Kontra
354,3,3,Re
354,4,4,Re
355,17,1,Kontra
355,21,2,Re
355,3,3,Kontra
355,4,4,Re
356,34,1,Re
356,21,2,Kontra
356,3,3,Re
356,4,4,Kontra
357,34,1,Kontra
357,61,2,Kontra
357,3,3,Re
357,4,4,Re
358,3,1,Kontra
358,17,2,Re
358,1,3,Kontra
358,21,4,Re
359,3,1,Kontra
359,17,2,Re
359,1,3,Kontra
359,21,4,Re
360,3,1,Re
360,17,2,Kontra
360,1,3,Re
360,21,4,Kontra
361,22,1,Re
361,1,2,Kontra
361,40,3,Kontra
361,11,4,Kontra
362,22,1,Re
362,1,2,Kontra
362,40,3,Re
362,11,4,Kontra
363,22,1,Kontra
363,1,2,Kontra
363,40,3,Re
363,11,4,Re
364,22,1,Kontra
364,1,2,Re
364,40,3,Kontra
364,11,4,Kontra
365,22,1,Re
365,26,2,Kontra
365,3,3,Kontra
365,11,4,Kontra
366,62,1,Re
366,5,2,Kontra
366,56,3,Re
366,11,4,Kontra
367,62,1,Kontra
367,5,2,Kontra
367,56,3,Kontra
367,11,4,Re
368,26,1,Re
368,5,2,Re
368,56,3,Kontra
368,21,4,Kontra
369,4,1,Re
369,3,2,Kontra
369,17,3,Kontra
369,21,4,Re
370,4,1,Re
370,3,2,Kontra
370,17,3,Kontra
370,21,4,Kontra
371,4,1,Kontra
371,3,2,Re
371,17,3,Kontra
371,21,4,Re
372,4,1,Kontra
372,3,2,Kontra
372,2,3,Re
372,1,4,Re
373,4,1,Re
373,3,2,Kontra
373,2,3,Re
373,1,4,Re
374,4,1,Re
374,3,2,Kontra
374,2,3,Re
374,1,4,Kontra
375,4,1,Re
375,3,2,Re
375,2,3,Kontra
375,1,4,Kontra
376,1,1,Re
376,2,2,Kontra
376,3,3,Kontra
376,4,4,Re
377,1,1,Kontra
377,2,2,Kontra
377,3,3,Re
377,4,4,Re
378,4,1,Re
378,2,2,Kontra
378,1,3,Re
378,26,4,Kontra
379,4,1,Kontra
379,2,2,Kontra
379,1,3,Kontra
379,26,4,Re
380,4,1,Kontra
380,2,2,Kontra
380,1,3,Re
380,26,4,Re
381,1,1,Kontra
381,14,2,Re
381,4,3,Kontra
381,26,4,Re
382,1,1,Re
382,14,2,Kontra
382,4,3,Kontra
382,26,4,Re
383,1,1,Kontra
383,14,2,Re
383,4,3,Kontra
383,26,4,Re
384,1,1,Kontra
384,14,2,Kontra
384,4,3,Re
384,26,4,Re
385,33,1,Kontra
385,22,2,Re
385,1,3,Kontra
385,11,4,Re
386,33,1,Kontra
386,22,2,Re
386,1,3,Kontra
386,11,4,Re
387,33,1,Re
387,22,2,Kontra
387,1,3,Kontra
387,11,4,Re
388,33,1,Kontra
388,22,2,Kontra
388,1,3,Re
388,11,4,Re
389,33,1,Kontra
389,22,2,Re
389,1,3,Re
389,11,4,Kontra
390,33,1,Kontra
390,22,2,Re
390,1,3,Re
390,11,4,Kontra
391,22,1,Kontra
391,3,2,Kontra
391,1,3,Re
391,14,4,Re
392,22,1,Re
392,3,2,Kontra
392,1,3,Kontra
392,14,4,Re
393,22,1,Kontra
393,3,2,Re
393,1,3,Kontra
393,14,4,Re
394,22,1,Re
394,3,2,Kontra
394,1,3,Re
394,14,4,Kontra
395,22,1,Kontra
395,3,2,Re
395,1,3,Kontra
395,14,4,Re
396,3,1,Kontra
396,32,2,Kontra
396,33,3,Re
396,2,4,Re
397,26,1,Kontra
397,1,2,Re
397,33,3,Kontra
397,2,4,Re
398,47,1,Re
398,1,2,Kontra
398,33,3,Kontra
398,34,4,Re
399,47,1,Kontra
399,1,2,Kontra
399,33,3,Kontra
399,34,4,Re
400,47,1,Re
400,1,2,Re
400,33,3,Kontra
400,34,4,Kontra
401,20,1,Re
401,14,2,Re
401,1,3,Kontra
401,2,4,Kontra
402,20,1,Re
402,14,2,Kontra
402,1,3,Kontra
402,2,4,Re
403,20,1,Re
403,14,2,Kontra
403,1,3,Re
403,2,4,Kontra
404,20,1,Re
404,14,2,Re
404,1,3,Kontra
404,2,4,Kontra
405,20,1,Re
405,14,2,Re
405,1,3,Kontra
405,2,4,Kontra
406,1,1,Kontra
406,3,2,Re
406,52,3,Kontra
406,2,4,Re
407,1,1,Kontra
407,3,2,Kontra
407,52,3,Kontra
407,2,4,Re
408,1,1,Re
408,6,2,Kontra
408,17,3,Kontra
408,2,4,Re
409,1,1,Kontra
409,6,2,Kontra
409,17,3,Re
409,2,4,Re
410,1,1,Kontra
410,6,2,Re
410,17,3,Kontra
410,2,4,Re
411,5,1,Kontra
411,28,2,Re
411,20,3,Kontra
411,32,4,Re
412,5,1,Re
412,28,2,Kontra
412,20,3,Re
412,32,4,Kontra
413,5,1,Re
413,28,2,Kontra
413,20,3,Kontra
413,32,4,Kontra
414,5,1,Re
414,28,2,Re
414,20,3,Kontra
414,32,4,Kontra
415,5,1,Re
415,28,2,Kontra
415,20,3,Kontra
415,1,4,Kontra
416,5,1,Re
416,28,2,Re
416,20,3,Kontra
416,1,4,Kontra
417,2,1,Re
417,3,2,Re
417,33,3,Kontra
417,1,4,Kontra
418,2,1,Re
418,3,2,Re
418,33,3,Kontra
418,1,4,Kontra
419,2,1,Re
419,3,2,Kontra
419,33,3,Kontra
419,1,4,Re
420,34,1,Re
420,3,2,Kontra
420,33,3,Kontra
420,1,4,Re
421,2,1,Kontra
421,3,2,Re
421,33,3,Kontra
421,1,4,Kontra
422,34,1,Re
422,21,2,Kontra
422,33,3,Re
422,1,4,Kontra
423,17,1,Re
423,21,2,Re
423,33,3,Kontra
423,2,4,Kontra
424,17,1,Kontra
424,21,2,Kontra
424,33,3,Kontra
424,2,4,Re
425,4,1,Re
425,1,2,Kontra
425,2,3,Re
425,3,4,Kontra
426,33,1,Kontra
426,3,2,Re
426,23,3,Re
426,46,4,Kontra
427,33,1,Re
427,3,2,Re
427,23,3,Kontra
427,46,4,Kontra
428,33,1,Re
428,3,2,Kontra
428,23,3,Re
428,46,4,Kontra
429,33,1,Re
429,3,2,Re
429,23,3,Kontra
429,46,4,Kontra
430,33,1,Kontra
430,3,2,Kontra
430,23,3,Re
430,46,4,Re
431,3,1,Kontra
431,32,2,Re
431,2,3,Kontra
431,4,4,Re
432,3,1,Re
432,32,2,Kontra
432,2,3,Re
432,4,4,Kontra
433,3,1,Re
433,32,2,Kontra
433,2,3,Re
433,4,4,Kontra
434,2,1,Re
434,26,2,Re
434,17,3,Kontra
434,1,4,Kontra
435,2,1,Kontra
435,26,2,Re
435,17,3,Re
435,1,4,Kontra
436,23,1,Re
436,19,2,Re
436,3,3,Kontra
436,11,4,Kontra
437,23,1,Kontra
437,3,2,Kontra
437,17,3,Kontra
437,21,4,Re
438,23,1,Kontra
438,3,2,Re
438,17,3,Re
438,21,4,Kontra
439,23,1,Kontra
439,3,2,Kontra
439,17,3,Re
439,21,4,Re
440,1,1,Kontra
440,3,2,Kontra
440,2,3,Re
440,21,4,Kontra
441,1,1,Kontra
441,3,2,Re
441,2,3,Re
441,21,4,Kontra
442,2,1,Kontra
442,20,2,Kontra
442,1,3,Kontra
442,4,4,Re
443,2,1,Kontra
443,20,2,Re
443,1,3,Kontra
443,4,4,Re
444,2,1,Kontra
444,20,2,Re
444,1,3,Kontra
444,4,4,Re
445,2,1,Re
445,20,2,Kontra
445,1,3,Re
445,4,4,Kontra
446,22,1,Kontra
446,20,2,Kontra
446,25,3,Re
446,26,4,Re
447,22,1,Kontra
447,20,2,Kontra
447,25,3,Kontra
447,26,4,Re
448,22,1,Re
448,20,2,Kontra
448,1,3,Re
448,26,4,Kontra
449,50,1,Kontra
449,2,2,Kontra
449,3,3,Kontra
449,1,4,Re
450,50,1,Kontra
450,2,2,Re
450,3,3,Re
450,1,4,Kontra
451,50,1,Re
451,2,2,Kontra
451,3,3,Kontra
451,1,4,Re
452,50,1,Kontra
452,2,2,Re
452,3,3,Kontra
452,1,4,Re
453,50,1,Kontra
453,2,2,Re
453,3,3,Re
453,1,4,Kontra
454,50,1,Re
454,2,2,Kontra
454,3,3,Kontra
454,1,4,Kontra
455,50,1,Kontra
455,2,2,Re
455,3,3,Re
455,1,4,Kontra
456,2,1,Kontra
456,63,2,Re
456,13,3,Re
456,1,4,Kontra
457,2,1,Re
457,63,2,Kontra
457,13,3,Kontra
457,1,4,Re
458,2,1,Re
458,24,2,Kontra
458,26,3,Re
458,1,4,Kontra
459,2,1,Kontra
459,24,2,Re
459,26,3,Re
459,1,4,Kontra
460,2,1,Re
460,24,2,Kontra
460,26,3,Kontra
460,1,4,Re
461,2,1,Kontra
461,24,2,Re
461,26,3,Kontra
461,1,4,Kontra
462,2,1,Re
462,24,2,Kontra
462,26,3,Kontra
462,1,4,Re
463,25,1,Kontra
463,24,2,Kontra
463,26,3,Re
463,2,4,Re
464,25,1,Kontra
464,24,2,Kontra
464,26,3,Re
464,2,4,Re
465,24,1,Kontra
465,25,2,Re
465,26,3,Kontra
465,2,4,Re
466,21,1,Kontra
466,1,2,Kontra
466,46,3,Re
466,2,4,Kontra
467,21,1,Kontra
467,1,2,Kontra
467,46,3,Re
467,2,4,Kontra
468,21,1,Re
468,1,2,Kontra
468,46,3,Kontra
468,10,4,Re
469,21,1,Kontra
469,1,2,Re
469,46,3,Kontra
469,10,4,Re
470,17,1,Kontra
470,1,2,Re
470,26,3,Re
470,44,4,Kontra
471,17,1,Re
471,1,2,Kontra
471,26,3,Re
471,44,4,Kontra
472,17,1,Re
472,1,2,Kontra
472,26,3,Re
472,44,4,Kontra
473,17,1,Re
473,1,2,Re
473,26,3,Kontra
473,44,4,Kontra
474,17,1,Re
474,1,2,Kontra
474,26,3,Kontra
474,44,4,Re
475,17,1,Kontra
475,1,2,Re
475,26,3,Re
475,44,4,Kontra
476,17,1,Kontra
476,1,2,Kontra
476,26,3,Re
476,44,4,Re
477,17,1,Re
477,1,2,Kontra
477,26,3,Kontra
477,44,4,Re
478,17,1,Kontra
478,1,2,Re
478,26,3,Re
478,44,4,Kontra
479,17,1,Re
479,1,2,Re
479,26,3,Kontra
479,44,4,Kontra
480,26,1,Re
480,44,2,Kontra
480,17,3,Re
480,1,4,Kontra
481,44,1,Kontra
481,17,2,Re
481,1,3,Kontra
481,26,4,Re
482,44,1,Kontra
482,17,2,Re
482,1,3,Kontra
482,26,4,Re
483,52,1,Re
483,20,2,Kontra
483,64,3,Kontra
483,23,4,Re
484,52,1,Re
484,20,2,Kontra
484,64,3,Re
484,23,4,Kontra
485,52,1,Kontra
485,20,2,Re
485,14,3,Kontra
485,23,4,Re
486,52,1,Re
486,20,2,Kontra
486,14,3,Re
486,23,4,Kontra
487,1,1,Re
487,2,2,Kontra
487,19,3,Re
487,14,4,Kontra
488,1,1,Kontra
488,2,2,Kontra
488,19,3,Re
488,14,4,Re
489,1,1,Kontra
489,2,2,Kontra
489,19,3,Re
489,14,4,Re
490,1,1,Re
490,2,2,Kontra
490,19,3,Re
490,14,4,Kontra
491,3,1,Re
491,11,2,Re
491,1,3,Kontra
491,2,4,Kontra
492,3,1,Kontra
492,11,2,Kontra
492,1,3,Kontra
492,2,4,Re
493,3,1,Kontra
493,11,2,Kontra
493,1,3,Re
493,2,4,Re
494,3,1,Kontra
494,11,2,Kontra
494,1,3,Re
494,2,4,Re
495,3,1,Re
495,11,2,Re
495,1,3,Kontra
495,2,4,Kontra
496,2,1,Re
496,14,2,Kontra
496,1,3,Re
496,17,4,Kontra
497,2,1,Re
497,14,2,Kontra
497,1,3,Re
497,17,4,Kontra
498,2,1,Re
498,14,2,Kontra
498,1,3,Re
498,17,4,Kontra
499,2,1,Kontra
499,14,2,Re
499,1,3,Kontra
499,17,4,Re
500,2,1,Kontra
500,14,2,Kontra
500,1,3,Re
500,17,4,Re
501,19,1,Re
501,11,2,Kontra
501,25,3,Kontra
501,2,4,Kontra
502,19,1,Kontra
502,11,2,Re
502,25,3,Kontra
502,2,4,Re
503,19,1,Kontra
503,21,2,Re
503,25,3,Kontra
503,2,4,Re
504,19,1,Re
504,21,2,Kontra
504,25,3,Kontra
504,2,4,Re
505,19,1,Re
505,21,2,Kontra
505,25,3,Re
505,2,4,Kontra
506,2,1,Kontra
506,26,2,Kontra
506,21,3,Re
506,33,4,Re
507,2,1,Kontra
507,26,2,Kontra
507,21,3,Re
507,33,4,Re
508,2,1,Kontra
508,26,2,Kontra
508,21,3,Re
508,33,4,Re
509,2,1,Kontra
509,26,2,Re
509,21,3,Re
509,33,4,Kontra
510,2,1,Re
510,26,2,Kontra
510,21,3,Kontra
510,33,4,Kontra
511,2,1,Re
511,26,2,Re
511,21,3,Kontra
511,33,4,Kontra
512,2,1,Kontra
512,26,2,Re
512,21,3,Kontra
512,33,4,Re
513,2,1,Re
513,26,2,Re
513,21,3,Kontra
513,33,4,Kontra
514,2,1,Kontra
514,26,2,Kontra
514,11,3,Re
514,33,4,Kontra
515,2,1,Re
515,26,2,Kontra
515,11,3,Re
515,33,4,Kontra
516,22,1,Kontra
516,25,2,Re
516,48,3,Kontra
516,16,4,Re
517,22,1,Kontra
517,25,2,Re
517,48,3,Re
517,16,4,Kontra
518,22,1,Re
518,25,2,Re
518,48,3,Kontra
518,16,4,Kontra
519,22,1,Kontra
519,25,2,Kontra
519,48,3,Re
519,16,4,Re
520,21,1,Re
520,2,2,Kontra
520,40,3,Re
520,8,4,Kontra
521,21,1,Kontra
521,2,2,Kontra
521,3,3,Re
521,8,4,Re
522,21,1,Re
522,2,2,Kontra
522,3,3,Kontra
522,8,4,Kontra
523,21,1,Re
523,2,2,Kontra
523,3,3,Kontra
523,8,4,Re
524,21,1,Kontra
524,2,2,Kontra
524,3,3,Re
524,8,4,Re
525,55,1,Re
525,1,2,Kontra
525,12,3,Kontra
525,20,4,Re
526,5,1,Kontra
526,17,2,Re
526,33,3,Kontra
526,46,4,Re
527,5,1,Re
527,17,2,Kontra
527,33,3,Kontra
527,46,4,Re
528,5,1,Kontra
528,17,2,Re
528,33,3,Kontra
528,46,4,Kontra
529,5,1,Kontra
529,65,2,Re
529,33,3,Re
529,46,4,Kontra
530,60,1,Re
530,11,2,Kontra
530,33,3,Kontra
530,46,4,Re
531,11,1,Kontra
531,66,2,Kontra
531,26,3,Re
531,4,4,Re
532,11,1,Re
532,66,2,Kontra
532,26,3,Kontra
532,4,4,Re
533,11,1,Re
533,66,2,Kontra
533,26,3,Kontra
533,4,4,Re
534,14,1,Re
534,4,2,Kontra
534,10,3,Re
534,26,4,Kontra
535,14,1,Kontra
535,4,2,Kontra
535,10,3,Re
535,26,4,Re
536,14,1,Re
536,4,2,Kontra
536,10,3,Kontra
536,26,4,Re
537,14,1,Re
537,4,2,Kontra
537,10,3,Re
537,26,4,Kontra
538,17,1,Kontra
538,3,2,Re
538,14,3,Kontra
538,2,4,Re
539,17,1,Kontra
539,3,2,Re
539,14,3,Kontra
539,2,4,Re
540,35,1,Re
540,55,2,Kontra
540,3,3,Kontra
540,23,4,Kontra
541,35,1,Re
541,55,2,Re
541,3,3,Kontra
541,23,4,Kontra
542,35,1,Re
542,55,2,Kontra
542,3,3,Kontra
542,23,4,Re
543,14,1,Re
543,26,2,Kontra
543,33,3,Kontra
543,1,4,Kontra
544,14,1,Kontra
544,26,2,Re
544,33,3,Re
544,1,4,Kontra
545,14,1,Re
545,26,2,Re
545,33,3,Kontra
545,1,4,Kontra
546,51,1,Re
546,2,2,Kontra
546,26,3,Re
546,33,4,Kontra
547,51,1,Kontra
547,2,2,Re
547,26,3,Re
547,33,4,Kontra
548,51,1,Re
548,2,2,Kontra
548,26,3,Re
548,33,4,Kontra
549,2,1,Kontra
549,17,2,Re
549,3,3,Re
549,21,4,Kontra
550,2,1,Kontra
550,17,2,Re
550,3,3,Kontra
550,21,4,Re
551,11,1,Kontra
551,13,2,Re
551,2,3,Re
551,58,4,Kontra
552,11,1,Kontra
552,13,2,Kontra
552,2,3,Re
552,58,4,Re
553,11,1,Kontra
553,13,2,Kontra
553,2,3,Re
553,58,4,Re
554,49,1,Re
554,2,2,Kontra
554,33,3,Re
554,21,4,Kontra
555,49,1,Re
555,2,2,Kontra
555,33,3,Re
555,11,4,Kontra
556,49,1,Re
556,2,2,Re
556,33,3,Kontra
556,11,4,Kontra
557,49,1,Kontra
557,2,2,Re
557,33,3,Re
557,21,4,Kontra
558,2,1,Re
558,8,2,Kontra
558,21,3,Re
558,14,4,Kontra
559,2,1,Kontra
559,8,2,Kontra
559,21,3,Re
559,14,4,Re
560,58,1,Kontra
560,32,2,Kontra
560,5,3,Kontra
560,17,4,Re
561,58,1,Re
561,32,2,Kontra
561,5,3,Kontra
561,17,4,Re
562,58,1,Re
562,26,2,Kontra
562,5,3,Re
562,17,4,Kontra
563,58,1,Kontra
563,32,2,Re
563,5,3,Kontra
563,17,4,Re
564,58,1,Kontra
564,32,2,Re
564,5,3,Kontra
564,17,4,Kontra
565,2,1,Kontra
565,31,2,Re
565,3,3,Re
565,1,4,Kontra
566,2,1,Kontra
566,31,2,Kontra
566,3,3,Kontra
566,1,4,Re
567,2,1,Re
567,31,2,Kontra
567,3,3,Kontra
567,1,4,Re
568,27,1,Kontra
568,31,2,Re
568,3,3,Kontra
568,1,4,Kontra
569,27,1,Re
569,4,2,Kontra
569,48,3,Kontra
569,1,4,Kontra
570,27,1,Kontra
570,4,2,Re
570,48,3,Kontra
570,1,4,Re
571,27,1,Re
571,4,2,Kontra
571,48,3,Kontra
571,1,4,Re
572,22,1,Re
572,1,2,Kontra
572,33,3,Kontra
572,3,4,Kontra
573,22,1,Kontra
573,1,2,Re
573,33,3,Kontra
573,3,4,Re
574,22,1,Kontra
574,1,2,Re
574,33,3,Kontra
574,3,4,Re
575,22,1,Kontra
575,1,2,Kontra
575,33,3,Re
575,3,4,Re
576,22,1,Kontra
576,1,2,Kontra
576,33,3,Kontra
576,3,4,Re
577,22,1,Re
577,1,2,Kontra
577,33,3,Kontra
577,3,4,Re
578,9,1,Re
578,12,2,Kontra
578,11,3,Re
578,31,4,Kontra
579,9,1,Kontra
579,12,2,Re
579,11,3,Kontra
579,31,4,Re
580,9,1,Re
580,12,2,Kontra
580,11,3,Re
580,31,4,Kontra
581,9,1,Re
581,12,2,Kontra
581,11,3,Kontra
581,31,4,Re
582,9,1,Kontra
582,12,2,Re
582,21,3,Re
582,4,4,Kontra
583,9,1,Kontra
583,12,2,Kontra
583,21,3,Re
583,4,4,Kontra
584,3,1,Re
584,12,2,Re
584,21,3,Kontra
584,4,4,Kontra
585,26,1,Re
585,21,2,Kontra
585,1,3,Re
585,2,4,Kontra
586,26,1,Kontra
586,21,2,Kontra
586,1,3,Re
586,2,4,Kontra
587,26,1,Re
587,21,2,Re
587,1,3,Kontra
587,2,4,Kontra
588,26,1,Re
588,21,2,Kontra
588,1,3,Re
588,2,4,Kontra
589,26,1,Kontra
589,21,2,Kontra
589,1,3,Kontra
589,2,4,Re
590,26,1,Kontra
590,21,2,Kontra
590,1,3,Re
590,2,4,Re
591,26,1,Kontra
591,21,2,Re
591,1,3,Re
591,2,4,Kontra
592,26,1,Kontra
592,11,2,Re
592,1,3,Kontra
592,2,4,Re
593,2,1,Re
593,3,2,Kontra
593,16,3,Re
593,1,4,Kontra
594,2,1,Re
594,3,2,Re
594,16,3,Kontra
594,1,4,Kontra
595,2,1,Kontra
595,3,2,Re
595,16,3,Kontra
595,1,4,Re
596,2,1,Re
596,3,2,Kontra
596,21,3,Kontra
596,1,4,Re
597,2,1,Re
597,3,2,Re
597,21,3,Kontra
597,1,4,Kontra
598,52,1,Kontra
598,61,2,Kontra
598,20,3,Kontra
598,5,4,Re
599,52,1,Re
599,61,2,Kontra
599,20,3,Re
599,5,4,Kontra
600,52,1,Kontra
600,61,2,Re
600,20,3,Re
600,5,4,Kontra
601,61,1,Kontra
601,3,2,Re
601,5,3,Re
601,52,4,Kontra
602,61,1,Kontra
602,3,2,Kontra
602,14,3,Re
602,52,4,Re
603,2,1,Kontra
603,32,2,Re
603,14,3,Re
603,3,4,Kontra
604,2,1,Re
604,32,2,Re
604,14,3,Kontra
604,3,4,Kontra
605,2,1,Kontra
605,32,2,Kontra
605,50,3,Kontra
605,3,4,Re
606,2,1,Re
606,32,2,Kontra
606,50,3,Re
606,3,4,Kontra
607,2,1,Re
607,32,2,Kontra
607,50,3,Re
607,3,4,Kontra
608,2,1,Kontra
608,32,2,Kontra
608,50,3,Re
608,3,4,Kontra
609,2,1,Re
609,33,2,Kontra
609,17,3,Kontra
609,1,4,Re
610,2,1,Kontra
610,33,2,Re
610,17,3,Kontra
610,1,4,Kontra
611,2,1,Re
611,33,2,Kontra
611,17,3,Re
611,1,4,Kontra
612,2,1,Kontra
612,33,2,Re
612,17,3,Re
612,1,4,Kontra
613,2,1,Kontra
613,33,2,Re
613,17,3,Re
613,1,4,Kontra
614,2,1,Re
614,33,2,Kontra
614,17,3,Re
614,1,4,Kontra
615,2,1,Kontra
615,1,2,Re
615,17,3,Kontra
615,33,4,Re
616,2,1,Re
616,1,2,Kontra
616,17,3,Kontra
616,33,4,Re
617,2,1,Kontra
617,1,2,Kontra
617,17,3,Re
617,33,4,Re
618,2,1,Re
618,1,2,Kontra
618,17,3,Kontra
618,33,4,Re
619,5,1,Re
619,32,2,Kontra
619,3,3,Kontra
619,17,4,Kontra
620,5,1,Kontra
620,32,2,Kontra
620,3,3,Re
620,17,4,Kontra
621,5,1,Kontra
621,32,2,Kontra
621,3,3,Re
621,17,4,Re
622,5,1,Kontra
622,32,2,Re
622,3,3,Kontra
622,17,4,Re
623,5,1,Kontra
623,32,2,Re
623,3,3,Re
623,17,4,Kontra
624,5,1,Re
624,32,2,Kontra
624,3,3,Kontra
624,17,4,Re
625,61,1,Kontra
625,2,2,Kontra
625,26,3,Kontra
625,54,4,Re
626,61,1,Re
626,2,2,Kontra
626,26,3,Kontra
626,54,4,Re
627,61,1,Kontra
627,2,2,Re
627,26,3,Kontra
627,17,4,Kontra
628,61,1,Re
628,2,2,Kontra
628,26,3,Re
628,17,4,Kontra
629,61,1,Kontra
629,2,2,Kontra
629,26,3,Re
629,17,4,Re
630,61,1,Kontra
630,2,2,Re
630,26,3,Kontra
630,17,4,Re
631,2,1,Re
631,25,2,Kontra
631,3,3,Re
631,17,4,Kontra
632,2,1,Kontra
632,25,2,Re
632,3,3,Kontra
632,17,4,Re
633,2,1,Re
633,25,2,Kontra
633,3,3,Kontra
633,17,4,Re
634,2,1,Re
634,25,2,Kontra
634,3,3,Re
634,17,4,Kontra
635,2,1,Re
635,25,2,Re
635,3,3,Kontra
635,17,4,Kontra
636,2,1,Re
636,25,2,Kontra
